Lieferant;Artikel-Nummer;Artikel;Menge;Einheit;matched_material;matched_category;similarity_score;matched_oeko_unit;calculated_co2e_a1_a3;calculated_co2e_a4;total_co2e;calculation_status
Rohrdorfer Transportbeton München GmbH & Co. KG;17733100;C35/45 XC4/XD2/XF2/XF3/XA2 F3 32 M Industriebau;5.25;m³;Heradesign Superfine Alpha+ 35 mm;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.0924;qm;0.0;0.42;0.42;Error: Unit 'qm' not supported
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/165-3/360(60/120/120/60);5.0;Stk;ArmaPET® Eco50;'Dämmstoffe' / 'Polyethylen' / 'Schaum';0.0863;m3;3.479;0.4;3.879;Success: m³ unit
Stark Deutschland GmbH;1393751;Federanker 90x103x22x0,7 mm vz, 100 St/Pkt;5.0;Pack;PURESIGN 150 MSC/MRC SP2E002D WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0815;pcs.;0.0;0.4;0.4;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;17841100;C35/45 XC4/XD3/XF3/XA3  F4 8 M Industriebau;5.0;m³;Monarflex Necoseal (Radon Barriere, BMI Group Holdings UK Limited);'Kunststoffe' / 'Folien und Vliese' / 'Unterspannbahn';0.0869;qm;0.0;0.4;0.4;Error: Unit 'qm' not supported
HTI Gienger KG;SN10UM150;Überschiebmuffe Awadukt SN10/16 DN150;5.0;Stk;Vorwand-Spültechnik - Viega - Prevista Betätigungsplatte;'Gebäudetechnik' / 'Sanitär' / 'Armaturen';0.081;pcs.;0.0;0.4;0.4;Error: Unit 'pcs.' not supported
Holz Kogler GmbH & Co. KG;993;BK10*12;4.374;m³;Verbindungstechnik - Viega - Sanpress Inox Pressverbinder;'Metalle' / 'Edelstahl' / 'Edelstahl Trinkwasserrohre';0.0775;kg;67.797;0.3499;68.1469;Success: kg unit
Holz Kogler GmbH & Co. KG;989;BK6*12;4.147;m³;RAUPIANO PLUS;'Kunststoffe' / 'Rohre' / 'Abwasserrohre';0.0868;kg;5.7643;0.3318;6.0961;Success: kg unit
Holz Kogler GmbH & Co. KG;856;SBB.SCHMA;4.039;m³;Außentüren - VFF - Außentüren aus Stahl ohne Lichtausschnitt;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.1036;qm;0.0;0.3231;0.3231;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;02002000;Gesteinskörnung 8/16;4.0;m³;Kentaur;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.0811;pcs.;0.0;0.32;0.32;Error: Unit 'pcs.' not supported
HTI Gienger KG;PKRPAL;PKR Kunststoff-Palette lose;4.0;Stk;Ytong Porenbeton 2.5/0.40 RO;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';0.0936;m3;1.7963;0.32;2.1163;Success: m³ unit
Froschmeier GmbH & Co. Betriebs KG;1123036;FRANK-Mauerstärken 22mm / 38cm aus WU-Faserbeton;4.0;Karton(s);Brettsperrholz (Update);'Holz' / 'Vollholz' / 'Brettschichtholzplatte';0.0808;m3;0.0;0.32;0.32;Success: m³ unit
Union Beton Werke GmbH;460;Mindermengenzuschlag;4.0;Stk;Getuftete Teppichbahnenware mit 100% recyceltem PA6 Polmaterial und textilem Rücken, LC5;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0989;qm;0.0;0.32;0.32;Error: Unit 'qm' not supported
Adolf Würth GmbH & Co. KG;0648078011961    2;BO-HAM-PLUS-QL-D8,0-L115-AL50MM;4.0;Stk;Hackschnitzelkessel < 20 kW;'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger';0.0935;pcs.;0.0;0.32;0.32;Error: Unit 'pcs.' not supported
HTI Gienger KG;PKRAR;Aufsetzrahmen lose;4.0;Stk;Türschließer TS Compakt;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'mechanisch';0.0799;pcs.;0.0;0.32;0.32;Error: Unit 'pcs.' not supported
Stark Deutschland GmbH;488220;RAPTOR BigBag - flex. Großsäcke !Z 100x100x100 cm SWL 1500 kg;4.0;Stk;TLX S 3800-830 O SL XL EVG;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.1075;pcs.;0.0;0.32;0.32;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;80;Heizungszuschlag;3.5;m³;Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BNFS Version 1, Transportbetonwerk Heuchelheim, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0828;m3;0.2042;0.28;0.4842;Success: m³ unit
Ganser Beton GmbH & Co. KG;12042100;C12/15 X0 F4 16 L unbewehrt;3.5;Stk;Getuftete Teppichbahnenware mit PA6 Polmaterial und textilem Rücken, LC2;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0855;qm;0.0;0.28;0.28;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;14012700;C20/25 X0 C1 16 M Randsteinmischung;3.5;m³;Sand 0/2 (getrocknet);'Mineralische Baustoffe' / 'Zuschläge' / 'Sand und Kies';0.1022;kg;0.1224;0.28;0.4024;Success: kg unit
Holz Kogler GmbH & Co. KG;1222;BB.SCHMA;3.379;m³;Airium zementbasierter Dämmschaum;'Dämmstoffe' / 'Ortschaum' / 'Mineralisch';0.0843;m3;1.3749;0.2703;1.6452;Success: m³ unit
Stark Deutschland GmbH;597405;PP Bogen 30 Gr. grün OD 200 mm EN 14758-1;3.0;Stk;Feuerverzinkte Baustähle: Stahlprofile und Stabstähle;'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.0851;kg;2366.3912;0.24;2366.6312;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;15331100;C25/30 XC4/XF1 F3 8 M Außenbauteile;3.0;m³;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BHFS Version 1, Transportbetonwerk Lüdenscheid-Freisenberg, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0837;m3;0.1917;0.24;0.4317;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;921;Schüttrohr-Entladung;3.0;m³;RHEINZINK-CLASSIC® walzblank;'Metalle' / 'Zink' / 'Zinkbleche';0.0882;kg;9.0069;0.24;9.2469;Success: kg unit
Richter+Frenzel GmbH + Co. KG;1010501059000;HTsafe Rohr mit 1 Muffe, mit DichtrHTEM DN 50, 2000 mm;3.0;Stk;Leichtbauplatte, melaminbeschichtet;'Dämmstoffe' / 'Holzwolleplatten' / 'Holzwolleleichtbauplatten';0.1019;kg;0.0;0.24;0.24;Success: kg unit
Froschmeier GmbH & Co. Betriebs KG;25;Wir führen Ihren Auftrag wie folgt aus: .;3.0;Stk;Tür - Rubner Türen GmbH - Haustüren aus Holz;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz';0.0834;qm;0.0;0.24;0.24;Error: Unit 'qm' not supported
Froschmeier GmbH & Co. Betriebs KG;25;Wir liefern Ihre Bestellung wie folgt:;3.0;Stk;Isospan 2 GaBi Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/13,5 ohne Füllbeton;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.081;qm;0.0;0.24;0.24;Error: Unit 'qm' not supported
HTI Gienger KG;RAPID100;Verbinder SML-Rapid DN 100;3.0;Stk;Aluminiumprofile für Fenster, Türen und Fassaden - FEAL d.o.o. - Aluminiumprofile für Fassaden (eloxiert);'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium';0.0863;m;0.0;0.24;0.24;Error: Unit 'm' not supported
KRAFT Baustoffe GmbH;9003010008;KRAFT Energiekostenbeitrag Zustellung 0,50%;3.0;Stk;Heradesign Superfine 25 mm;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.0908;qm;0.0;0.24;0.24;Error: Unit 'qm' not supported
BayWa AG;163935;PE-Silofolie Coex3 150µ 6x25m s/w;3.0;Rolle(n);Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0837;m3;0.1847;0.24;0.4247;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;PRJ830370;Hammerbohrer Rocket 5 SDS-max 30x370mm;3.0;Stk;Aluminiumprofile für Fenster, Türen und Fassaden - FEAL d.o.o. - Aluminiumprofile für Fassaden (eloxiert);'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium';0.0764;m;0.0;0.24;0.24;Error: Unit 'm' not supported
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/165-2/260(65/1x130/65);3.0;Stk;Cencon ATM Cash Vault Security System;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Zinkbeschläge';0.0853;pcs.;0.0;0.24;0.24;Error: Unit 'pcs.' not supported
KRAFT Baustoffe GmbH;9002010001;KRAFT Logistikservice ;3.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Münster, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.1005;m3;0.2258;0.24;0.4658;Success: m³ unit
Stang GmbH & Co. KG;9002020001;City-Service-Bus, bis 1 to/4 m;3.0;Stk;Faserzementplatte (Fassade);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Faserzement';0.0751;qm;0.0;0.24;0.24;Error: Unit 'qm' not supported
Stark Deutschland GmbH;528690;EUR 1 Europalette 120 x 80 cm;3.0;Stk;Brettschichtholz Nadelholz (generisch);'Holz' / 'Vollholz' / 'Brettschichtholz (BSH)';0.084;m3;0.0;0.24;0.24;Success: m³ unit
Stark Deutschland GmbH;208055;PE Kabelschutzrohr a. gewellt schwarz OD 110 mm RB=50 m SD m. Mu. o. DR;3.0;Rolle(n);Türschließer der Serien BTS 80, BTS 80 EMB, RTS 80 EMB;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen';0.0861;pcs.;0.0;0.24;0.24;Error: GWP missing
Schneebecke & Dorn + Co. GmbH;PRJ83061104;Hammerbohrer Rocket 5 SDS-plus 6x110 mm;2.0;Stk;Holcim Duo 4 N-NA Siloware Werk Lägerdorf;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0946;kg;1053.4737;0.16;1053.6337;Success: kg unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;14232100;C20/25 XC1/XC2/XC3 F3 16 M Feuchträume;2.0;m³;Kalkputzmörtel;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel';0.0756;m3;0.4391;0.16;0.5991;Success: m³ unit
Union Beton Werke GmbH;99992;Energiekostenzuschlag;2.0;Stk;Fenster - heroal-Johann Henkenjohann GmbH & Co. KG - W77 Aluminiumfenster (EN 15804+A2);'Komponenten von Fenstern und Vorhangfassaden' / 'Fenster' / 'Metallfenster';0.0871;qm;0.0;0.16;0.16;Error: Unit 'qm' not supported
HTI Gienger KG;MKRSPB110;Mauerkragen d110 EPDM;2.0;Stk;ONDA2 A LRO D870 LED9000-830 LDE WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0825;pcs.;0.0;0.16;0.16;Error: Unit 'pcs.' not supported
Geith & Niggl GmbH & Co. KG;1042626;Ersatzmesser (Stoßleiste) 160 mm breit, gehärtet für Uni Doppelschaber 160;2.0;Stk;Getuftete Fliesen mit einem Polmaterial aus 75% recyceltem Polyamid 6.6, einem maximalen Poleinsatzgewicht von 1000 g/m2 und einer CQuest Bio Schwerbeschichtung mit einem PET Akustikvlies Sone;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0894;qm;0.0;0.16;0.16;Error: Unit 'qm' not supported
Union Beton Werke GmbH;99996;CO2-Zuschlag;2.0;Stk;EGGER Design-Boden;'Holz' / 'Holzböden' / 'Mehrschichtig modulare Bodenbeläge';0.092;qm;0.0;0.16;0.16;Error: Unit 'qm' not supported
Ganser Beton GmbH & Co. KG;15332100;C25/30 XC4/XF1 F3 16 M Außenbauteile;2.0;Stk;Vorhangfassade - VFF - Vorhangfassade aus Stahlprofilen;'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Sonstige Fassaden';0.0834;qm;0.0;0.16;0.16;Error: Unit 'qm' not supported
Schneebecke & Dorn + Co. GmbH;EDE4053569873161;Warnflagge 50 x 50 cm;2.0;Stk;PURESIGN 150 MSC/MRC SP2E002D WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0998;pcs.;0.0;0.16;0.16;Error: Unit 'pcs.' not supported
Froschmeier GmbH & Co. Betriebs KG;1100375;LOGISTIK-SERVICE-PAUSCHALE *** nicht skontofähig *** kulant ohne Berechnung!;2.0;Stk;Ytong Porenbeton 2.5/0.40 RO;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';0.085;m3;0.8982;0.16;1.0582;Success: m³ unit
Union Beton Werke GmbH;16542800;C30/37 XD1/XF1/XA1 F4 16 M Industriebau Sprühnebel;2.0;Stk;Elektromechanisches Zubehör - SIEGENIA-AUBI KG - Smarter Sensor;'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Zubehör';0.0974;pcs.;0.0;0.16;0.16;Error: Unit 'pcs.' not supported
Schneebecke & Dorn + Co. GmbH;SOSAM;Winkerkelle Rot/Grün Holzstiel;2.0;Stk;Automatischer Drehtürantrieb ED 900;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'elektrisch';0.0805;pcs.;0.0;0.16;0.16;Error: Unit 'pcs.' not supported
BayWa AG;1440591;HAUFF-FZR250/1000-Faserzement-Futterrohr;2.0;Stk;PERLUCE O LED4600-830 L1520 EVG IP50 WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0852;pcs.;0.0;0.16;0.16;Error: Unit 'pcs.' not supported
HTI Gienger KG;MLR100;Rohr SML DN 100 x 3000mm;2.0;Stk;HIT-CT 100;'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Methacrylatbasis';0.0857;kg;3.5874;0.16;3.7474;Success: kg unit
Froschmeier GmbH & Co. Betriebs KG;25;Wir liefern Ihre Bestellung wie folgt: .;2.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHOS Version 1, Transportbetonwerk Lüdenscheid-Freisenberg, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0774;m3;0.1281;0.16;0.2881;Success: m³ unit
BayWa AG;94973;AUSGANGS-FRACHT BAUSTOFFE  ZUSTELLPAUSCHALE;2.0;Service(s);Flächentemperierung - Viega - Fonterra Zubehör;'Gebäudetechnik' / 'Sanitär' / 'Armaturen';0.09;pcs.;0.0;0.16;0.16;Error: Unit 'pcs.' not supported
HTI Gienger KG;MLED100;Enddeckel SML DN 100;2.0;Stk;Beton der Druckfestigkeitsklasse C30/37;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0967;m3;0.1633;0.16;0.3233;Success: m³ unit
Richter+Frenzel GmbH + Co. KG;401001125000;PP-Rohr SN10 gruen  EN 14758  KGEMDN 125  1,0 m;2.0;Stk;Bims Schotter;'Mineralische Baustoffe' / 'Zuschläge' / 'Bims';0.1004;kg;0.0202;0.16;0.1802;Success: kg unit
Schneebecke & Dorn + Co. GmbH;EFO51060025;Schraubzwinge Ganzstahl 250x120mm FORMAT;2.0;Stk;AQFPRO L LED6400-840 PC WB HFI E3DUK;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0921;pcs.;0.0;0.16;0.16;Error: Unit 'pcs.' not supported
Schneebecke & Dorn + Co. GmbH;EDE4009816024756;Thermometer Dig. Max-Min;2.0;Stk;Therma? TR24;'Dämmstoffe' / 'Polyurethan-Hartschaum (PU)' / 'PIR-Hartschaum';0.0899;qm;0.0;0.16;0.16;Error: Unit 'qm' not supported
Froschmeier GmbH & Co. Betriebs KG;27;Wir führen Ihren Auftrag wie folgt aus:;2.0;Stk;Getuftete Teppichbahnenware mit PP Polmaterial und textilem Rücken, LC1;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0964;qm;0.0;0.16;0.16;Error: Unit 'qm' not supported
HTI Gienger KG;AXPP2UM150;aduxa PP2000 Überschiebmuffe DN150;2.0;Stk;ROCKWOOL Steinwolle-Dämmstoffe im hohen Rohdichtebereich;'Dämmstoffe' / 'Mineralwolle' / 'Steinwolle';0.079;m3;15.5044;0.16;15.6644;Success: m³ unit
Geith & Niggl GmbH & Co. KG;1038439;Universal-Schaber 160 mm mit HM-Wendeplatten;2.0;Stk;Zement (CEM II/B);'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0917;kg;1.4841;0.16;1.6441;Success: kg unit
BayWa AG;1490798;EXTE BETON-SCHLANGE M.NOPPEN BSN 35-80;2.0;Pal;RAVATHERM? XPS (X) Isolierung aus extrudiertem Polystyrolschaum mit halogenfreiem Treibmittel;'Dämmstoffe' / 'Extrudiertes Polystyrol (XPS)' / 'XPS weiß';0.0961;m3;5.4558;0.16;5.6158;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;01010140;SZ 400 0/4 Sand mit Zement 400kg;2.0;m³;Grundkörper;'Gebäudetechnik' / 'Sanitär' / 'Armaturen';0.0973;pcs.;0.0;0.16;0.16;Error: Unit 'pcs.' not supported
BayWa AG;1951412;NEVOGA FASERBETON SCHLANGE MIT NOPPEN 35MM L=80CM;2.0;Pal;Dune Max Deckenplatten;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.094;qm;0.0;0.16;0.16;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;14242200;C20/25 XC1/XC2/XC3 F4 16 M Feuchträume;1.5;m³;holzius ? Vollholzelemente (Update);'Holz' / 'Vollholz' / 'Konstruktionsvollholz';0.0982;m3;0.0;0.12;0.12;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;01010160;SZ 600 0/4 Sand mit Zement 600kg;1.5;m³;Brettsperrholz (Update);'Holz' / 'Vollholz' / 'Brettschichtholzplatte';0.0857;m3;0.0;0.12;0.12;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;67841250;C35/45 XD3/XF2/XF3/XA3 F3 8 M  ZTV-Ing;1.5;m³;Lüftungskanal (verzinktes Stahlblech);'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Zubehör';0.0964;kg;4.5968;0.12;4.7168;Success: kg unit
HTI Gienger KG;GDXGEWS10040;"XI-Stück DN100x1 1/2"" PN 10/16";1.0;Stk;Produkte auf Basis Epoxidharz, Gruppe 2;'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Epoxidharzbasis';0.099;kg;10.6061;0.08;10.6861;Success: kg unit
HTI Gienger KG;KSE100;E-KS DN100/d110 EPDM W270 PN16;1.0;Stk;RESCLITE PRO MSC SPOT E1DG5 WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0988;pcs.;0.0;0.08;0.08;Error: Unit 'pcs.' not supported
Richter+Frenzel GmbH + Co. KG;1010505054000;HTsafe Bogen mit DichtringHTEM DN 50, 2000 mm;1.0;Stk;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMK Version 1, Transportbetonwerk Saarwellingen, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0885;m3;0.0615;0.08;0.1415;Success: m³ unit
HTI Gienger KG;PLV3240A;"Anschlussverschraubung 32mmx1 1/2""AG";1.0;Stk;Isolierprofil - Technoform Bautec Kunststoffprodukte GmbH - Isoliersteg aus PA 66 GF25;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Dichtprofile';0.0887;kg;7.2;0.08;7.28;Success: kg unit
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;07040110;Schlämpe, abgemagert;1.0;m³;Holcim ECOPlanet A3 Siloware Werk Dortmund;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0805;kg;346.5087;0.08;346.5887;Success: kg unit
Schneebecke & Dorn + Co. GmbH;EFO76110816;Hammerbohrer EXPERT 8x100x165mm Bosch;1.0;Stk;Verbund-Sicherheitsglas EUROLAMEX;'Komponenten von Fenstern und Vorhangfassaden' / 'Fenster' / 'Sonstige Fenster';0.0893;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Berger Bau- und Industriebedarf GmbH;97104-SA;Versand- \/ Vorfrachtkosten;1.0;Stk;Longlife-Parkett;'Holz' / 'Holzböden' / 'Parkett';0.0997;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Stang GmbH & Co. KG;9002010029;Maut- und Logistikpauschale;1.0;Stk;Getuftete Fliesen mit einem Polmaterial aus Polyamid 6, einem maximalen Poleinsatzgewicht von 720 g/m2 und einer EcoFlex Statera Beschichtung;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0943;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
HTI Gienger KG;GDXGEWS8040;"XI-Stück DN80x1 1/2"" PN 40";1.0;Stk;Holcim Pur 5 Premium Siloware Werk Höver;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0949;kg;681.0432;0.08;681.1232;Success: kg unit
Ganser Beton GmbH & Co. KG;07040100;Schlämpe;1.0;Stk;JANSEN VISS Fassade Breite x Höhe: 2500mm x 3200mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Vorhangfassade - Pfosten-Riegel-Fassaden';0.089;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
HTI Gienger KG;FLDGS104080E;Flanschdichtung Gummi-Stahl DN 80;1.0;Stk;Blendrahmen EDW;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Dichtprofile';0.089;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Holz Kogler GmbH & Co. KG;1207;DIVERS.;1.0;Stk;Bauteile für Anlagen zur Rauch- und Wärmefreihaltung - Verband Fensterautomation und Entrauchung e.V. - Pneumatische Ventile;'Komponenten von Fenstern und Vorhangfassaden' / 'Tageslichtsysteme und Rauch- / Wärmeabzugsanlagen ' / 'Rauch-/Wärmeabzugsanlagen';0.0902;pcs.;0.0;0.08;0.08;Error: Unit 'pcs.' not supported
HTI Gienger KG;HTITRANSPORT;Transportkosten;1.0;Stk;Produkte aus Polymerbeton;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.1085;m3;0.3955;0.08;0.4755;Success: m³ unit
Richter+Frenzel GmbH + Co. KG;1010520050000;HTsafe Abzweig mit DichtringenHTEM DN 50, 2000 mm;1.0;Stk;Laminat DPL (Direct Pressed Laminate);'Holz' / 'Holzböden' / 'Laminat';0.0724;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Holz Kogler GmbH & Co. KG;945;PAKETANBRUCH;1.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Dortmund-Schüren, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0879;m3;0.0727;0.08;0.1527;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;SOSAM;Wetterstation Bresser Meteo Temp Funkdigital;1.0;Stk;TOPIQ Efficient pro Hygena;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.0964;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Adolf Würth GmbH & Co. KG;0648073045961    1;BO-HAM-PLUS-QL-D30,0-L450-AL400MM;1.0;Stk;PURESIGN 150 MSC/MRC SP1-E002-D WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.1012;pcs.;0.0;0.08;0.08;Error: Unit 'pcs.' not supported
BayWa AG;1363312;EXTE BETON-SCHLANGE O.NOPPEN BS 35-80;1.0;Pal;Mineralwolle-Dämmstoff im mittleren Rohdichtebereich;'Dämmstoffe' / 'Mineralwolle' / 'Mineralwolle';0.0853;m3;1.208;0.08;1.288;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;HM7096;Hm Müllner Universal Werkzeugkoffer 96 teilig;1.0;Stk;Beton C8/10 X0 F3 32 M, Rezept Nummer NU0334-AHZK Version 1, Transportbetonwerk Bocholt, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0817;m3;0.0417;0.08;0.1217;Success: m³ unit
Stang GmbH & Co. KG;9002010020;Frachtpauschale;1.0;Stk;Rasterleuchte Deckenintegriert 3x T5-14W (LFL);'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0831;pcs.;0.0;0.08;0.08;Error: Unit 'pcs.' not supported
BayWa AG;1951404;NEVOGA FASERBE.  SCHLANGE O. NOP. 35-80;1.0;Pal;Medium Density Fibreboard (MDF);'Holz' / 'Holzwerkstoffe' / 'Holzfaserplatten';0.0988;m3;0.0;0.08;0.08;Success: m³ unit
Froschmeier GmbH & Co. Betriebs KG;1200650;DRUCKKONUS  22 mm XXL 50 mm tief für Mauerstärken;1.0;Kit;Spannbeton-Weichenschwellen, voestalpine;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0924;m;0.0;0.08;0.08;Error: Unit 'm' not supported
HTI Gienger KG;FLDGS1040100E;Flanschdichtung Gummi-Stahl DN 100;1.0;Stk;Brechsand 0/2 (getrocknet);'Mineralische Baustoffe' / 'Zuschläge' / 'Naturstein';0.1029;kg;0.0291;0.08;0.1091;Success: kg unit
Stang GmbH & Co. KG;9002010022;Maut-und Logistikpauschale;1.0;Stk;VELUX Rolladen - solar betrieben;'Komponenten von Fenstern und Vorhangfassaden' / 'Zubehör für Fenster, Fassaden, Türen und Tore' / 'Sonnenschutzsysteme';0.0977;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Schneebecke & Dorn + Co. GmbH;BO2608900170;SDS plus-7X 10x100x165mm 10St EXPERT;1.0;Stk;RAUTITAN stabil;'Kunststoffe' / 'Rohre' / 'Trinkwasserrohre';0.0934;kg;4.4794;0.08;4.5594;Success: kg unit
Schneebecke & Dorn + Co. GmbH;EPL30602762;Antirutsch-Matte Rollenware;1.0;Stk;GreenWeave textilbasierter Lüftungskanal;'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Zubehör';0.0806;kg;6.4898;0.08;6.5698;Success: kg unit
Stark Deutschland GmbH;1179593;RAW/VOTEC PP Geotextil 155 g/qm GRK3 2 x 100 m, mechanisch verfestigt (HPQ)  >> VOTEC wird RAW << Qualität, die bleibt. Verlässlichkeit, die überzeugt.;1.0;Rolle(n);Digitalzylinder;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Messingbeschläge';0.0886;pcs.;0.0;0.08;0.08;Error: Unit 'pcs.' not supported
Schneebecke & Dorn + Co. GmbH;EDESAM;NR:Frachtkosten Vorlieferant;1.0;Stk;Heradesign Corridor Fine A2;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.1089;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
