Lieferant;Artikel-Nummer;Artikel;Menge;Einheit;matched_material;matched_category;similarity_score;matched_oeko_unit;calculated_co2e_a1_a3;calculated_co2e_a4;total_co2e;calculation_status
Adolf Würth GmbH & Co. KG;005712 100005   25;SHR-6KT-DIN933-8.8-SW19-(A2K)-M12X100;25.0;Stk;TOPIQ Prime ? Tegular (Pontarlier);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.083;qm;133.9411;2.0;135.9411;Success: Converted: 25.0 m² × 0.01m × 110.0 kg/m³ = 27.50 kg
Sülzle Stahlpartner GmbH;SBAS9;Abstandhalter  SBA - S 9;25.0;Stk;PU-Wärmedämmplatten mit mehrschichtiger Aluminiumbeschichtung;'Dämmstoffe' / 'Polyurethan-Hartschaum (PU)' / 'PIR-Hartschaum';0.095;qm;89.5514;2.0;91.5514;Success: Converted: 25.0 m² × 0.01m × 30.92 kg/m³ = 7.73 kg
Ganser Beton GmbH & Co. KG;16343200;C30/37 XC4/XF1/XA1 F4 32 S Außenbauteile;22.5;Stk;Mehrscheibenisolierglas ? PRESS GLASS Holding SA ? Mehrscheibenisolierglas 3-fach-Aufbau;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.0871;qm;14.6542;1.8;16.4542;Success: Converted: 22.5 m² × 0.01m = 0.225 m³
Peikko Deutschland GmbH;15211001;PSB Modified, PSB-S-12/175-3/390(65/130/130/65);20.0;Stk;SLN2-B 1600-930 L1000 PC/PCO/DD LDO E3D;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0987;pcs.;1473.5213;1.6;1475.1213;Success: Converted: 20.0 pcs × 1.000 kg/pc = 20.00 kg
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/165-2/240(60/120/60);20.0;Stk;Schiebetür 30 / 30E / 30T / 30ET / 30L / 30 LT / 60 / 60L;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0889;pcs.;9084.02;1.6;9085.62;Success: Converted: 20.0 pcs × 1.000 kg/pc = 20.00 kg
Schneebecke & Dorn + Co. GmbH;EDE4317784181631;Drahtstift vers. blank;20.0;Stk;ST PRO Green;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0829;qm;0.0;1.6;1.6;Error: GWP missing
HTI Gienger KG;U8016125B;U-Scheibe A2 DIN 125 M16/A17,0;16.0;Stk;Heradesign Akustikplatten Euroklasse A2;'Dämmstoffe' / 'Holzwolleplatten' / 'Holzwolleleichtbauplatten';0.085;qm;0.5587;1.28;1.8387;Success: Converted: 16.0 m² × 0.01m = 0.160 m³
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/175-2/260(65/130/65);15.0;Stk;RESCLITE PRO MRCR ANT ECD WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0802;pcs.;19.4414;1.2;20.6414;Success: Converted: 15.0 pcs × 1.000 kg/pc = 15.00 kg
Schneebecke & Dorn + Co. GmbH;FIS572539;Montageschiene FLS 17/1,0 - 2000;15.0;Stk;RHEINZINK-prePATINA® blaugrau und schiefergrau;'Metalle' / 'Zink' / 'Zinkbleche';0.0855;kg;46.9372;1.2;48.1372;Success: kg unit
Ganser Beton GmbH & Co. KG;111;Verzögerer bis 3,0 Stunden;14.5;Stk;PUNCH 3 LRO MSP 5500-840 L12 HFIX;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0935;pcs.;596.304;1.16;597.464;Success: Converted: 14.5 pcs × 1.000 kg/pc = 14.50 kg
Stark Deutschland GmbH;528690;Europalette EUR 1 120 x 80 x 14,4 cm;12.0;Stk;Holcim Duo 3 N-LH Siloware Werk Schwelgern;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0946;kg;4017.7278;0.96;4018.6878;Success: kg unit
HTI Gienger KG;SN10B15030;Bogen Awadukt SN10/16 DN150 30°;10.0;Stk;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Dormagen, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0946;m3;1366.1935;0.8;1366.9935;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;EFO76101621;Hammerbohrer EXPERT 16x150x215mm Bosch;10.0;Stk;ClayTec Lehm-Oberputz fein 06, trocken;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel';0.0884;kg;0.6325;0.8;1.4325;Success: kg unit
HTI Gienger KG;P44210054;Schaftkonus 11 Beton h= 295/325mm;10.0;Stk;Heradesign Fine 15 mm;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.0859;qm;0.0;0.8;0.8;Success: Converted: 10.0 m² × 0.15m × 507.5 kg/m³ = 761.25 kg
Froschmeier GmbH & Co. Betriebs KG;5513036;INTEC® Nagelpacker gelb/blau;10.0;Stk;CEM I 42,5 R (na);'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0957;kg;6330.0;0.8;6330.8;Success: kg unit
HTI Gienger KG;P44020017;Boden 1a/KG Beton 450mm DN 150 m.Muffe;10.0;Stk;Befestigungssysteme für vorgehängte hinterlüftete Fassaden (VHF);'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen';0.0826;;0.0;0.8;0.8;Error: Unit 'nan' not supported - Unknown unit 'nan' - no conversion available
HTI Gienger KG;M214561;Aufsatz Guss K-M-G DIN EN 124 305x520mm;10.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNFS Version 1, Transportbetonwerk Merzig, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0872;m3;1522.5306;0.8;1523.3306;Success: m³ unit
HTI Gienger KG;P4414;Auflagering 10b   Beton 450mm;10.0;Stk;Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 20 kW;'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger';0.077;pcs.;8005.1389;0.8;8005.9389;Success: Converted: 10.0 pcs × 1.000 kg/pc = 10.00 kg
HTI Gienger KG;SN10B15015;Bogen Awadukt SN10/16 DN150 15°;10.0;Stk;CEM I 42,5 R (na);'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0814;kg;6330.0;0.8;6330.8;Success: kg unit
Schneebecke & Dorn + Co. GmbH;FIS539459;Universalrohrschelle FRS-L 111-119;10.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Wuppertal-Elberfeld, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0891;m3;1563.4288;0.8;1564.2288;Success: m³ unit
Froschmeier GmbH & Co. Betriebs KG;6400080;STRECKMETALL - Flachripp 250 x 60 cm verzinkt .;10.0;Stk;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNFS Version 1, Transportbetonwerk Wilnsdorf, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.082;m3;1399.6337;0.8;1400.4337;Success: m³ unit
Froschmeier GmbH & Co. Betriebs KG;5513048;INTEC® Verwahrdose Schlauchenden IVDOSE;10.0;Stk;Heizkörper aus Stahl;'Gebäudetechnik' / 'Heizung' / 'Wärmeverteilung und Abgabe';0.0861;kg;26.6404;0.8;27.4404;Success: kg unit
HTI Gienger KG;AXSED1O4052;aduxa Schlammeimer D1 kurz verzinkt;10.0;Stk;RAUTITAN flex;'Kunststoffe' / 'Rohre' / 'Trinkwasserrohre';0.0784;kg;23.7254;0.8;24.5254;Success: kg unit
HTI Gienger KG;SN10B15045;Bogen Awadukt SN10/16 DN150 45°;10.0;Stk;VELUX Innen-Rollos;'Komponenten von Fenstern und Vorhangfassaden' / 'Zubehör für Fenster, Fassaden, Türen und Tore' / 'Sonnenschutzsysteme';0.087;qm;2.0122;0.8;2.8122;Success: Converted: 10.0 m² × 0.01m = 0.100 m³
Froschmeier GmbH & Co. Betriebs KG;5513047;INTEC® Injektschlauch Stahl-Verbindungs- stück für Verpressschlauch IVVPSL;10.0;Stk;Transparente Bauelemente - Rodeca GmbH - Lichtbauelement 60mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.0951;qm;3.352;0.8;4.152;Success: Converted: 10.0 m² × 0.01m = 0.100 m³
Schneebecke & Dorn + Co. GmbH;EFO76101416;Hammerbohrer EXPERT 14x100x165mm Bosch;10.0;Stk;CROSSIGN 160 SP2-E002-D;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0891;pcs.;15.1526;0.8;15.9526;Success: Converted: 10.0 pcs × 1.000 kg/pc = 10.00 kg
Ganser Beton GmbH & Co. KG;15333200;C25/30 XC4/XF1 F3 32 S Außenbauteile;9.0;Stk;LC 13/300/42 fixC SC ADV2;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0828;pcs.;14.2276;0.72;14.9476;Success: Converted: 9.0 pcs × 1.000 kg/pc = 9.00 kg
Holz Kogler GmbH & Co. KG;113;SERVICEPAUSCHALE;9.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0944;m3;1560.3382;0.72;1561.0582;Success: m³ unit
BayWa AG;304604;PALETTE-EUROPOOL *(10,00 EUR);9.0;Stk;Gewebte Teppichfliesen, Polmaterial spinngefärbtes Polyamid 6.0 mit einer TEXtiles Schwerbeschichtung mit Recyclingmaterial, maximales Poleinsatzgewicht 400 g/m²;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0842;qm;549.4608;0.72;550.1808;Success: Converted: 9.0 m² × 0.01m × 690.0 kg/m³ = 62.10 kg
Holz Kogler GmbH & Co. KG;1218;MAUT;9.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234R-DHNS Version 1, Transportbetonwerk Dortmund-Schüren, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0797;m3;1349.4446;0.72;1350.1646;Success: m³ unit
HTI Gienger KG;S8016704014B1;6K-Schraube A2-70 ISO4014/DIN931 M16x 70;8.0;Stk;LEO FLEX IP66 190W 840 PC;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0872;pcs.;2.7226;0.64;3.3626;Success: Converted: 8.0 pcs × 0.010 kg/pc = 0.08 kg
Sülzle Stahlpartner GmbH;ZLBR;Zuschlag für erhöhten Biegerollendurchmesser;8.0;Stk;RESCLITE PRO TEC-GP ANT ECD WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0835;pcs.;18.4225;0.64;19.0625;Success: Converted: 8.0 pcs × 1.000 kg/pc = 8.00 kg
Ganser Beton GmbH & Co. KG;17843100;C35/45 XC4/XD3/XF3/XA3  F4 32 M Industriebau;8.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Ahaus, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0795;m3;1365.5182;0.64;1366.1582;Success: m³ unit
Froschmeier GmbH & Co. Betriebs KG;1100375;LOGISTIK-SERVICE-PAUSCHALE *** nicht skontofähig *** kulant, ohne Berechnung!;8.0;Stk;Porenbeton P4 05 bewehrt;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';0.0863;m3;2106.5747;0.64;2107.2147;Success: m³ unit
HTI Gienger KG;M8116934B1;6K-Mutter A4-70 DIN934 M16;8.0;Stk;HIT-MM PLUS;'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Methacrylatbasis';0.0858;kg;18.5577;0.64;19.1977;Success: kg unit
HTI Gienger KG;SN10A15045;Abzweig Awadukt SN10/16 DN150x150 45°;8.0;Stk;RESITRIX® MB und CL;'Kunststoffe' / 'Dachbahnen' / 'Bitumen-Dachbahnen';0.0936;qm;0.6584;0.64;1.2984;Success: Converted: 8.0 m² × 0.01m = 0.080 m³
Froschmeier GmbH & Co. Betriebs KG;1100375;LOGISTIK-SERVICE-PAUSCHALE *** nicht skontofähig ***;8.0;Stk;Folie aus Polytetrafluorethylen (PTFE);'Kunststoffe' / 'Folien und Vliese' / 'Technische Textilien';0.0894;kg;171.3361;0.64;171.9761;Success: kg unit
Ganser Beton GmbH & Co. KG;17832200;C35/45 XC4/XD3/XF2/XF3/XA3 F3 16 S Industriebau;7.5;Stk;Butzen aus Platinen;'Metalle' / 'Aluminium' / 'Gussteile aus Aluminium';0.08;kg;25.8303;0.6;26.4303;Success: kg unit
Ganser Beton GmbH & Co. KG;16342100;C30/37 XC4/XF1/XA1 F4 16 M Außenbauteile;7.5;Stk;JULIE FLEX 1200 4200 840 COR MWS;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0881;pcs.;153.5174;0.6;154.1174;Success: Converted: 7.5 pcs × 1.000 kg/pc = 7.50 kg
Ganser Beton GmbH & Co. KG;15332200;C25/30 XC4/XF1 F3 16 S Außenbauteile;7.25;Stk;Holcim Ferro 4 R Siloware Werk Lägerdorf;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.082;kg;4907.2119;0.58;4907.7919;Success: kg unit
Ganser Beton GmbH & Co. KG;17842200;C35/45 XC4/XD3/XF2/XF3/XA3 F4 16 S Industriebau;6.5;Stk;Jansen-Economy 60 Anti-Finger-Klemmtür Breite x Höhe: 1230 mm x 2180 mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.116;qm;2.8776;0.52;3.3976;Success: Converted: 6.5 m² × 0.01m = 0.065 m³
HTI Gienger KG;AXPP2B15045;aduxa PP2000 Bogen SN10/16 DN150 45°;6.0;Stk;Elastomer Fugenbänder, Silikonkautschuk;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Elastomer-Fugenbänder';0.0873;kg;49.5809;0.48;50.0609;Success: kg unit
Froschmeier GmbH & Co. Betriebs KG;25;Wir führen Ihren Auftrag wie folgt aus:;6.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Dortmund-Schüren, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0868;m3;1025.2564;0.48;1025.7364;Success: m³ unit
Stark Deutschland GmbH;3000722;Entladung ebenerdig je Hub;6.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Wesel, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0925;m3;831.1478;0.48;831.6278;Success: m³ unit
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/165-3/390(65/2x130/65);6.0;Stk;Betonzusatzmittel - Fließmittel und Superplasticizer für CO2-optimierten Beton, Gruppe C;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Betonzusatzmittel';0.0951;kg;5.3216;0.48;5.8016;Success: kg unit
Schneebecke & Dorn + Co. GmbH;SOSAM;Essigessenz 25% Säure, 2 Liter;6.0;Stk;Splittmastixasphalt (SMA);'Mineralische Baustoffe' / 'Asphalt' / 'Splittmastixasphalt';0.0783;kg;0.5508;0.48;1.0308;Success: kg unit
Adolf Würth GmbH & Co. KG;0648071016961    2;BO-HAM-PLUS-QL-D10,0-L165-AL100MM;6.0;Stk;Betonpflastersteine/-platten (Durchschnittsprodukt) (Baustoffwerk LIMEX-VENUSBERG);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0924;qm;1.7284;0.48;2.2084;Success: Converted: 6.0 m² × 0.01m = 0.060 m³
Ganser Beton GmbH & Co. KG;30030;retard S-02;5.408;Stk;Masterdenz 100 7.3n Paintgrade, Mix Design ID: RMBLOCK07 MAO (PG7) 1 16/12/2024, Anlage: Callow, Großbritannien;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0921;qm;1210.6769;0.4326;1211.1095;Success: Converted: 5.408 m² × 0.01m × 1859.0 kg/m³ = 100.53 kg
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/165-3/360(60/120/120/60);5.0;Stk;1.3.02. Mauerziegel (mit Polystyrol gefüllt);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Ziegel';0.0933;m3;1421.1927;0.4;1421.5927;Success: m³ unit
HTI Gienger KG;SN10UM150;Überschiebmuffe Awadukt SN10/16 DN150;5.0;Stk;Rolltor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.0866;qm;5.3758;0.4;5.7758;Success: Converted: 5.0 m² × 0.01m = 0.050 m³
HTI Gienger KG;PKRPAL;PKR Kunststoff-Palette lose;4.0;Stk;Flachglas - PRESS GLASS Holdung SA - Einscheibensicherheitsglas;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.0783;qm;0.4472;0.32;0.7672;Success: Converted: 4.0 m² × 0.01m = 0.040 m³
Union Beton Werke GmbH;460;Mindermengenzuschlag;4.0;Stk;Masterlite Pro 140 7.3n, Mix Design ID: RMBLOCK24 MJH (7) 1 16/12/2024, Anlage: Callow, Vereinigtes Königreich;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0817;qm;1162.1866;0.32;1162.5066;Success: Converted: 4.0 m² × 0.01m × 1542.0 kg/m³ = 61.68 kg
Adolf Würth GmbH & Co. KG;0648078011961    2;BO-HAM-PLUS-QL-D8,0-L115-AL50MM;4.0;Stk;MAGNA3 D 32-40/60/80/100 F, 40-40/60 F (Gusseisen);'Gebäudetechnik' / 'Heizung' / 'Wärmeverteilung und Abgabe';0.0837;pcs.;3339.0373;0.32;3339.3573;Success: Converted: 4.0 pcs × 7.850 kg/pc = 31.40 kg
HTI Gienger KG;PKRAR;Aufsetzrahmen lose;4.0;Stk;ANNA VARIOFLEX 3 Q596 4400 830/35/40;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.1227;pcs.;122.4148;0.32;122.7348;Success: Converted: 4.0 pcs × 1.000 kg/pc = 4.00 kg
Stark Deutschland GmbH;488220;RAPTOR BigBag - flex. Großsäcke !Z 100x100x100 cm SWL 1500 kg;4.0;Stk;Holcim Ferro 4 N Siloware Werk Beckum;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0964;kg;2080.8567;0.32;2081.1767;Success: kg unit
Ganser Beton GmbH & Co. KG;12042100;C12/15 X0 F4 16 L unbewehrt;3.5;Stk;LC 60W 1050mA fixC SC ADV;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0804;pcs.;8.4846;0.28;8.7646;Success: Converted: 3.5 pcs × 1.000 kg/pc = 3.50 kg
Stark Deutschland GmbH;597405;PP Bogen 30 Gr. grün OD 200 mm EN 14758-1;3.0;Stk;Superflor II, genadelte Teppichfliesen mit einem Nutzschichtgewicht von 521 g/m2 und einer CQuest Bio Rückenbeschichtung;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0841;qm;107.3786;0.24;107.6186;Success: Converted: 3.0 m² × 0.01m × 586.0 kg/m³ = 17.58 kg
Richter+Frenzel GmbH + Co. KG;1010501059000;HTsafe Rohr mit 1 Muffe, mit DichtrHTEM DN 50, 2000 mm;3.0;Stk;Floatglas im Bauwesen: EUROFLOAT;'Komponenten von Fenstern und Vorhangfassaden' / 'Fenster' / 'Sonstige Fenster';0.0873;qm;0.2948;0.24;0.5348;Success: Converted: 3.0 m² × 0.01m = 0.030 m³
Froschmeier GmbH & Co. Betriebs KG;25;Wir führen Ihren Auftrag wie folgt aus: .;3.0;Stk;Holzfaserdämmplatte (Nassverfahren);'Dämmstoffe' / 'Holzfasern' / 'Holzfaserdämmplatte';0.0977;m3;0.0;0.24;0.24;Success: m³ unit
Froschmeier GmbH & Co. Betriebs KG;25;Wir liefern Ihre Bestellung wie folgt:;3.0;Stk;Brettschichtholz (Update);'Holz' / 'Vollholz' / 'Brettschichtholz (BSH)';0.072;m3;0.0;0.24;0.24;Success: m³ unit
HTI Gienger KG;RAPID100;Verbinder SML-Rapid DN 100;3.0;Stk;KTV Atrium Flex;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'elektrisch';0.0894;qm;142.8126;0.24;143.0526;Success: Converted: 3.0 m² × 0.01m = 0.030 m³
KRAFT Baustoffe GmbH;9003010008;KRAFT Energiekostenbeitrag Zustellung 0,50%;3.0;Stk;Gummi-Bodenbelag profiliert EN 12199;'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge';0.0859;qm;0.3959;0.24;0.6359;Success: Converted: 3.0 m² × 0.01m = 0.030 m³
Schneebecke & Dorn + Co. GmbH;PRJ830370;Hammerbohrer Rocket 5 SDS-max 30x370mm;3.0;Stk;Fugendichtungsbänder Butyl;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Fugendichtungsbänder';0.0902;kg;18.0972;0.24;18.3372;Success: kg unit
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/165-2/260(65/1x130/65);3.0;Stk;Rolltore und Rollgitter - Hörmann KG Dissen - Rolltore aus Stahl oder Aluminium;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.1008;qm;2.1006;0.24;2.3406;Success: Converted: 3.0 m² × 0.01m = 0.030 m³
KRAFT Baustoffe GmbH;9002010001;KRAFT Logistikservice ;3.0;Stk;Holcim Duo 3 N Siloware Werk Dortmund;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.1018;kg;1039.5261;0.24;1039.7661;Success: kg unit
Stang GmbH & Co. KG;9002020001;City-Service-Bus, bis 1 to/4 m;3.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Wesel, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0989;m3;488.055;0.24;488.295;Success: m³ unit
Stark Deutschland GmbH;528690;EUR 1 Europalette 120 x 80 cm;3.0;Stk;Blendrahmen EDW;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Dichtprofile';0.0905;qm;0.8626;0.24;1.1026;Success: Converted: 3.0 m² × 0.01m = 0.030 m³
Schneebecke & Dorn + Co. GmbH;PRJ83061104;Hammerbohrer Rocket 5 SDS-plus 6x110 mm;2.0;Stk;Betonpflasterstein 8 cm anthrazit mit Vorsatz;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0963;qm;951.9278;0.16;952.0878;Success: Converted: 2.0 m² × 0.01m × 2404.0 kg/m³ = 48.08 kg
Union Beton Werke GmbH;99992;Energiekostenzuschlag;2.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Radevormwald, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.1049;m3;318.643;0.16;318.803;Success: m³ unit
HTI Gienger KG;MKRSPB110;Mauerkragen d110 EPDM;2.0;Stk;CR2 M17k-840 PC WB LDO WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.083;pcs.;51.7372;0.16;51.8972;Success: Converted: 2.0 pcs × 1.000 kg/pc = 2.00 kg
Geith & Niggl GmbH & Co. KG;1042626;Ersatzmesser (Stoßleiste) 160 mm breit, gehärtet für Uni Doppelschaber 160;2.0;Stk;LCO 60/200-1050/107 o4a NF C EXC3;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.086;pcs.;23.224;0.16;23.384;Success: Converted: 2.0 pcs × 1.000 kg/pc = 2.00 kg
Union Beton Werke GmbH;99996;CO2-Zuschlag;2.0;Stk;Mineralwolle-Dämmstoff im hohen Rohdichtebereich;'Dämmstoffe' / 'Mineralwolle' / 'Mineralwolle';0.08;m3;354.5631;0.16;354.7231;Success: m³ unit
Ganser Beton GmbH & Co. KG;15332100;C25/30 XC4/XF1 F3 16 M Außenbauteile;2.0;Stk;Feuerschutz-Stafeltor - Effertz Tore GmbH - EI90 Firewall;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.0955;qm;3.3368;0.16;3.4968;Success: Converted: 2.0 m² × 0.01m = 0.020 m³
Schneebecke & Dorn + Co. GmbH;EDE4053569873161;Warnflagge 50 x 50 cm;2.0;Stk;Kronospan OSB panel;'Holz' / 'Holzwerkstoffe' / 'OSB-Platte';0.0915;m3;0.0;0.16;0.16;Success: m³ unit
Froschmeier GmbH & Co. Betriebs KG;1100375;LOGISTIK-SERVICE-PAUSCHALE *** nicht skontofähig *** kulant ohne Berechnung!;2.0;Stk;Bitumenbahnen PYE PV 200 S5 (ungeschiefert);'Kunststoffe' / 'Dachbahnen' / 'Bitumen-Dachbahnen';0.082;qm;0.1159;0.16;0.2759;Success: Converted: 2.0 m² × 0.01m = 0.020 m³
Union Beton Werke GmbH;16542800;C30/37 XD1/XF1/XA1 F4 16 M Industriebau Sprühnebel;2.0;Stk;Beton C25/30/XC2 ECOPact Prime/GK32/F45, Rezept Nummer EP71502004005 Version 1, Transportbetonwerk Hafen Albern, Austria;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0898;m3;208.7199;0.16;208.8799;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;SOSAM;Winkerkelle Rot/Grün Holzstiel;2.0;Stk;Flachglas ? PRESS GLASS Holding SA ? Floatglas;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.1063;qm;0.097;0.16;0.257;Success: Converted: 2.0 m² × 0.01m = 0.020 m³
BayWa AG;1440591;HAUFF-FZR250/1000-Faserzement-Futterrohr;2.0;Stk;Spanplatte, roh (Durchschnitt DE);'Holz' / 'Holzwerkstoffe' / 'Spanplatten';0.0757;m3;0.0;0.16;0.16;Success: m³ unit
HTI Gienger KG;MLR100;Rohr SML DN 100 x 3000mm;2.0;Stk;Heradesign Corridor Superfine A2;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.0796;qm;49.968;0.16;50.128;Success: Converted: 2.0 m² × 0.01m × 720.0 kg/m³ = 14.40 kg
Froschmeier GmbH & Co. Betriebs KG;25;Wir liefern Ihre Bestellung wie folgt: .;2.0;Stk;Italienische Keramikfliesen;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Fliesen und Platten';0.0974;qm;0.2206;0.16;0.3806;Success: Converted: 2.0 m² × 0.01m = 0.020 m³
HTI Gienger KG;MLED100;Enddeckel SML DN 100;2.0;Stk;Lüfter zentral 10000 m3/h;'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen';0.0962;pcs.;684.4533;0.16;684.6133;Success: Converted: 2.0 pcs × 1.000 kg/pc = 2.00 kg
Richter+Frenzel GmbH + Co. KG;401001125000;PP-Rohr SN10 gruen  EN 14758  KGEMDN 125  1,0 m;2.0;Stk;HIT-MM PLUS;'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Methacrylatbasis';0.0862;kg;4.6394;0.16;4.7994;Success: kg unit
